Nom;Catégorie; Energie;Sodium; Magnésium;Phosphore; Potassium; Calcium; Manganèse; Fer; Cuivre; Zinc; Iode; Protéines; Glucides; Amidon;Fibres; Eau; Lipides
Fromage blanc campagne 0% MG nature;Lait;171;38,6;10,1;68,6;136;121;0,07;0,12;0,02;0,51;5,5;4,3;4,85;0;0;85,2;0,18
Fromage blanc campagne au lait entier nature;Lait;392;21,3;11;110;148;125;0,06;0,14;0,01;0,4;10,7;3,77;3,9;0;0;81,8;6,85
Fromage blanc nature ou aux fruits (aliment moyen);Lait;317;29,2;10,2;113;80,5;111;0,0012;0,13;0,00995;0,516;14,5;7,54;3,68;0;0;84,5;3,22
Fromage blanc ou spécialité laitière, aromatisé ou aux fruits (aliment moyen);Lait;355;25,3;10,6;112;114;118;0,0306;0,135;0,00998;0,458;12,6;5,65;3,79;0;0;83,2;5,04
Fromage frais type petit suisse au lait demi0écrémé nature;Lait;429;16;40;127;52;117;0;0,14;0,01;0,48;14;9,85;3,5;0;0;81,8;5,3
Fromage frais type petit suisse au lait demi0écrémé, aromatisé (ex: vanille), sucré;Lait;560;66,5;8;77,9;288;90,7;0,02;0,2;0,02;0,39;14;6,2;14,3;0,403;0;67,6;5,51
Fromage frais type petit suisse au lait partiellement écrémé, aux fruits, sucré;Lait;461;27,2;9,89;90;77;97,6;0,0212;0,17;0,021;0,396;9,7;6,4;14,2;0;0,1;76,4;2,77
Fromage frais type petit suisse maigre 0%, nature;Lait;235;44,8;11,4;129;166;127;0;0;0;0;54;9,9;3;0;0;84,3;0,24
Fromage frais type petit suisse, au lait écrémé ou partiellement écrémé, aux fruits, sucré;Lait;436;35;9;103;117;100;0,021;0,2;0,021;0,39;14;6,5;13;0;0;72,4;2,6
Petit0suisse à la crème, nature;Lait;581;40;10;140;130;94;0,027;0;0,012;0,5;14;9,5;3,6;0;0;75,2;9,5
Petit0suisse au lait entier, nature;Lait;557;30,8;10,8;126;98,5;113;0,0268;0,17;0,0115;0,475;14,1;9,75;3,37;0;0;76,6;8,86
Spécialité laitière de fromage blanc, avec crème, aux fruits, sucrée;Lait;556;43,9;9,88;104;121;84,6;0,0567;0;0,0149;0,359;54;4,35;14,2;0;0,02;73,8;6,28
Spécialité laitière de fromage blanc, avec crème, nature;Lait;552;59,6;4,84;117;89,2;102;0,03;0;0,01;0,3;56;5,7;3,9;0,2;0;79,8;10,3
Cancoillotte (spécialité fromagère fondue);Lait;531;732;8;490;59;20,1;0,02;0,09;0,1;1,4;20;15;1;0;0;74,4;6,2
Fromage fondu aux noix;Lait;1460;750;25,2;900;147;171;0,02;0;0,5;1,5;20;11,2;2,7;0,03;0,72;51,5;32
Fromage fondu en portions ou en cubes environ 15% MG;Lait;880;665;27,5;695;218;492;0,1;0,32;0,1;1,1;19,4;13,1;15,7;0;0;65,8;7,24
Fromage fondu en portions ou en cubes environ 22% MG;Lait;1100;737;18;703;186;576;0,0127;0,2;0,025;3,26;19,4;10,2;6,5;0;0;54,7;22,5
Snack pour enfants à base de fromage fondu et de gressins;Lait;1330;543;21;383;131;145;0,23;0,63;0,404;3,79;14,8;10,7;24,1;21;1,2;42,6;18,9
Feta de brebis;Lait;1130;1240;20;244;95;318;0;0,2;0,07;0,9;0;15,5;1,4;0;0;55,4;22,4
Fromage de chèvre à tartiner, nature;Lait;706;370;9,84;101;159;80,5;0;0,167;0,14;0,379;32,5;10,6;2,81;0;0;71,5;12,4
Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche);Lait;978;342;11,7;157;159;94,1;0,1;0,4;0,1;0,578;28,8;14,5;2,05;0;0;62,4;18,3
Fromage type Feta, au lait de vache;Lait;1100;1430;19,7;352;145;556;0,0487;0,415;0,0573;2,64;13,2;17,1;1,18;0;0;55;20,9
Mozzarella;Lait;1080;405;26;461;82,5;495;0;0,195;0;1,4;37,2;19,9;0,4;0;0;58,3;19,4
Ricotta;Lait;667;118;11;174;85,5;215;0,006;0,5;0,021;0,783;18;11,5;3,75;0;0;72,7;10,5
Spécialité fromagère non affinée;Lait;961;496;14;111;119;104;0;0;0;2;20;8,3;4,2;0;0;67,5;19,7
Spécialité fromagère non affinée à tartiner environ 13% MG;Lait;795;1100;12;160;140;89;0,008;0;0,05;0,5;10;14;3;0;0;65,9;13,2
Spécialité fromagère non affinée à tartiner environ 36% MG aromatisée;Lait;1590;504;7,47;124;108;94,8;0,1;0,25;0,05;1,3;21;7,86;3,44;0;0;50,1;36,7
Spécialité fromagère non affinée à tartiner environ 42% MG nature;Lait;1740;550;0;0;0;100;0,008;0;0,05;1;10;7,86;2;0;0;48;42
Spécialité fromagère non affinée allégée;Lait;643;511;28;380;150;550;0,02;0,25;0,5;2,5;20;15,1;3,02;0,431;0;69,7;8,58
Spécialité fromagère non affinée double crème environ 31% MG;Lait;1390;610;18;250;125;50;0,1;0,2;0,1;2;20;11,6;2;0,6;0;54,8;32,1
Spécialité fromagère non affinée environ 23% MG;Lait;997;555;14;205;0;416;0,02;0;0,5;0;20;5;1,71;0;0;65,9;23,3
Abricot au sirop léger, appertisé;Fruit;287;5,7;5,8;10,5;153;13,7;0,052;0,295;0,079;0,1;0,4;0,5;15,4;0;0,8;82,3;0,1
Abricot, frais;Fruit;208;2,2;8,67;16,6;237;15,6;0,16;0,32;0,066;0,139;0,29;0,9;9,01;0;1,7;86,1;0,207
Abricot, séché, dénoyauté;Fruit;970;39;36,5;68,3;1090;61,2;0,235;4,33;0,306;0,295;3,2;3,14;53;2,66;5,7;29,4;0,8
Ananas au sirop, appertisé;Fruit;348;2;11,3;5;105;23,5;0,92;0,22;0,0332;0,0646;0;0,4;19,1;0;0,85;78,6;0
Ananas, frais, pulpe;Fruit;223;5,67;19,8;11;170;20,3;2,02;0,225;0,076;0,667;1,22;0,4;11;0;1,52;85,8;0,2
Banane, fraîche, pulpe;Fruit;397;0;32,8;17,5;411;4,47;0,629;0,281;0,102;0,178;3,92;1,2;20,5;2,1;3,1;74,7;0,227
Banane, mi0séchée;Fruit;1160;0;0;0;0;0;3,3;0;0;0;3;3;57;0;8;28;1,81
Carambole, frais, pulpe;Fruit;114;2;10;13;149;4,67;0,037;0,353;0,137;0,12;0,4;0,78;2,91;0;2,8;91,4;0,343
Cassis, frais;Fruit;289;3;17;43;370;60;0,3;1,3;0,14;0,3;1,35;0,9;10,4;0;7,8;77,4;0
Cerise au sirop, appertisée;Fruit;301;1;9;16,2;126;13,5;0,07;0,3;0,05;0,04;0,7;0,58;15,7;0;0,6;81,6;0,2
Cerise, fraîche;Fruit;300;8,39;13;20,2;217;15,4;0,0803;0,246;0,0814;0,072;1,37;1,3;14,2;0;1,6;81,2;0,3
Citron vert ou Lime, frais, pulpe;Fruit;153;2;6,67;18;102;33;0,008;0,6;0,065;0,11;0,8;0,7;2,82;0;2,8;88,3;0,2
Citron, frais, pulpe;Fruit;146;3;8,93;15,5;149;18;0,0154;0,4;0,0335;0,1;0,93;0,8;2,45;0;2;89,2;0,3
Citron, zeste;Fruit;211;6;15;12;160;171;0;0,867;0,092;0,175;0;1,5;2,49;0;8,63;81,6;0,3
Clémentine ou Mandarine, fraîche, pulpe;Fruit;205;6,46;12,4;23;154;25,2;0,0179;0,0896;0,0354;0,0594;6,7;0,8;9,19;0;1,7;86,6;0,19
Coing, frais;Fruit;243;3,67;8;16;198;8,67;0;0,5;0,13;0,27;0,4;0,367;11,2;0;3,23;84;0,4
Compote de fruits divers;Fruit;419;1,77;8,1;12,7;147;20,1;0,109;0,159;0,0408;0,0624;0,1;0,282;23,2;7,7;0,86;74,3;0,4
Compote de fruits divers, allégée;Fruit;329;14,1;5,5;12;107;6,66;0,0292;0,089;0,0343;0,0269;0,1;0,4;17,7;0,7;1,45;79,5;0,2
Compote de pomme;Fruit;398;9,8;7,16;8,8;80,5;73,9;0,0268;0,163;0,0385;0,0232;0,2;0,32;22;1,25;2;74,6;0,23
Coulis de fruits rouges (framboises, fraises, groseilles, cassis);Fruit;380;1,9;14,5;26,8;204;25,6;0,32;0,71;0,074;0,195;1;0,94;17,5;0;4,45;75;0,475
Datte, séchée, pulpe et peau;Fruit;1200;18,2;47,2;65;750;44,9;0,304;2,7;0,216;0,226;1,4;2,7;62,5;0;8;23,5;0,4
Figue de Barbarie, pulpe et graines;Fruit;230;5;85;24,5;229;43;0;0,35;0;0,7;1,5;0,75;10,1;0;4,3;83;0,3
Figue, fraîche;Fruit;283;3;15;15;200;38;0,1;0,3;0,06;0,3;1,5;1,3;13,4;0;2,3;81,8;0,3
Figue, séchée;Fruit;1060;86,3;52,5;87;900;167;0,395;2,41;0,265;0,514;2,55;3,37;50,4;2,3;11,4;30,7;1,41
Fraise, fraîche;Fruit;120;6;13;23,6;165;14,9;0,304;0,273;0,0342;0,113;9;0,75;4,06;0,0159;1,87;91,6;0,26
Framboise, fraîche;Fruit;188;3,45;22,4;24,4;201;20,6;0,455;0,715;0,11;0,34;0,5;1,4;4,25;0;6,7;84,7;0,3
Fruit (aliment moyen);Fruit;233;12,1;13,1;16,2;197;12,9;0,142;0,162;0,0575;0,1;2,06;0,663;11,2;0,321;1,85;84,9;0,224
Fruit de la passion, frais, pulpe et pépins;Fruit;353;28;26,7;67,1;348;10,4;0;1,6;0,086;0,1;0,9;2,2;9,48;0;10,4;72,9;0,7
Fruits rouges, frais (framboises, fraises, groseilles, cassis);Fruit;196;1,84;16,8;32,6;225;27,1;0,415;0,809;0,0877;0,223;1,15;1,11;5,3;0,0127;4,6;85,7;0,626
Goyave, appertisée;Fruit;373;0;0;0;0;0;0;0;0;0;0,4;0,4;19,4;0;2,03;76,6;0,1
Grenade, fraîche, pulpe et pépins;Fruit;301;4,33;7,5;18;262;4,33;0,119;0,3;0,114;0,375;0,9;1,06;13,6;0;2,27;81;0,557
Groseille à maquereau, fraîche;Fruit;169;1,5;9;25,9;187;25,5;0,157;0,34;0,063;0,14;0,3;0,893;4,83;0;3,93;87,9;0,593
Groseille, fraîche;Fruit;213;2;13;30;280;36;0,2;1,2;0,12;0,2;1,05;1,1;6,14;0;7,4;82,4;0
Kaki, frais, pulpe;Fruit;285;5;10;16,7;180;11,3;0,355;0,2;0,113;0,0873;0,8;0,627;13,7;0;4;81;0,263
Kiwi, frais, pulpe et graines;Fruit;243;39;12,2;47,1;270;26,6;0,0704;0,282;0,172;0,0958;1,1;1,1;9,37;0,268;2,4;84,1;0,725
Litchi, dénoyauté, appertisé;Fruit;512;3;0;42;170;8;0,05;0,4;0,1;0,05;0,4;0,9;27;0;1,3;69;0,3
Litchi, frais, pulpe;Fruit;294;1;10;31;171;5;0,055;0,31;0,148;0,07;0,8;0,815;14;0;1,3;81,8;0,42
Macédoine de fruits au sirop, appertisée;Fruit;263;3,02;8,41;10,5;138;12,7;0,32;0,145;0,0861;0,0898;0,6;0,277;14;0,129;0,75;83,9;0,5
Mangue, fraîche, pulpe;Fruit;269;2;13;16;180;12;0,3;0,7;0,12;0,1;1,14;0,7;13,6;0,3;1,76;83,1;0,2
Mélange apéritif de fruits exotiques séchés;Fruit;1640;33,7;33,1;73;450;65;0;2,6;0;0,4;3;2,4;68,2;0;5,6;12,4;10,7
Melon, frais, pulpe;Fruit;136;11,4;17,6;12,3;329;11,4;0,0415;0,167;0,041;0,162;0,52;0,71;6,49;0;0,85;91,1;0,148
Mirabelle, fraîche;Fruit;262;0;0;0;0;0;0,09;0;0,08;0,1;1;0,72;12,4;0;2,3;82,7;0,2
Mûre (de ronce), fraîche;Fruit;190;2;23;31;160;41;1,4;0,7;0,11;0,2;0,4;0,9;6,02;0;6,6;85;0,2
Mûre noire (du mûrier), fraîche;Fruit;209;6;18;43;227;37,5;1,1;1,72;0,06;0,16;0,4;1,37;9,7;0;1,7;86,3;0,195
Myrtille, fraîche;Fruit;255;2,33;5,5;13,3;84,3;10;0,318;0,427;0,0685;0,187;0,5;0,647;11,6;0,015;2,47;83,4;0,243
Nectarine, fraîche, pulpe et peau;Fruit;180;4,18;9,06;20,1;168;7,12;0,0671;0,285;0,0756;0,17;1,42;1,4;7,69;0,065;2,12;87,8;0,1
Nèfle du Japon, fraîche, pulpe;Fruit;235;2,67;13;21,7;261;16;0,148;0,287;0,04;0,0667;0,8;0,41;12;0;1,83;85;0,267
Orange, fraîche, pulpe;Fruit;197;7,62;12,4;15,1;151;39;0,0556;0,106;0,04;0,0732;0,961;0,957;8,32;0;1,82;87,1;0,26
Papaye, fraîche, pulpe;Fruit;183;5,67;33;11,1;193;22,5;0,0255;0,483;0,0305;0,118;0,8;0,557;7,81;0;2,03;87,7;0,22
Pastèque, fraîche, pulpe;Fruit;144;0,292;12,6;10,9;179;0,765;0,0309;0,31;0,0605;0,0163;0,125;0,603;7,28;0;0,4;91,1;0,0833
Pêche, au sirop, appertisée;Fruit;319;3,33;5,67;12,3;108;4;0,05;0,3;0,043;0,31;1,4;0,357;17,6;0;0,85;80,6;0,05
Pêche, fraîche, pulpe;Fruit;229;2,2;9,4;19,5;210;6,1;0,062;0,272;0,073;0,144;0,9;0,7;11,3;0;2;88;0,25
Pêche, fraîche, pulpe et peau;Fruit;225;0,11;11,2;20,6;215;2,8;0,0642;0,152;0,0747;0,118;0,55;0,903;10,2;0;2,85;85,1;0,25
Poire au sirop, appertisée;Fruit;262;3,33;4,67;7,33;67;6;0;0,367;0,071;0,1;7;0,257;13,9;0;1,92;83,3;0,1
Poire, fraîche, pulpe et peau;Fruit;224;39;7,82;11,4;130;2,9;0,0343;0,103;0,0721;0,102;1;0,385;10,8;0;3,03;85,1;0,22
Pomélo (dit Pamplemousse), au sirop;Fruit;235;12,6;6,3;10;99;22,5;0,007;0,4;0,066;0,08;0,2;0,56;11,7;0;0,4;85,4;0,1
Pomélo (dit Pamplemousse), frais, pulpe;Fruit;152;2,65;9,15;14,3;167;23,3;0,018;0,082;0,0319;0,0612;0,465;0,8;6,2;0;1,3;89,8;0,1
Pomme, fraîche, pulpe et peau;Fruit;225;39;6,08;10;120;0,7;0,0405;0,123;0,0402;0,15;0,562;0,31;11,3;0;1,95;85,3;0,162
Prune Reine0Claude, fraîche;Fruit;206;0,75;7,33;25,7;243;5,3;0,09;0,305;0,08;0,1;2,7;0,8;9,6;0;2,3;81,9;0,28
Pruneau;Fruit;1070;4,33;33,7;77,4;657;47,9;0,33;1,98;0,424;0,457;1,1;2,36;52,3;2,56;5,83;32,7;3,3
Raisin blanc, frais;Fruit;297;1,07;10,3;21;212;10,1;0,068;0,35;0,115;0,06;0,5;0,6;16,1;0;0,9;82,2;0,16
Raisin noir, frais;Fruit;264;0,292;6,78;12,9;172;1,2;0,0508;0,3;0,0783;0,0637;0,45;0,5;12,1;0;1,2;83,2;0,25
Raisin sec;Fruit;1290;19,7;32,7;97;773;63,8;0,24;2,09;0,438;0,253;2,5;2,99;66,4;1,9;3,07;17,1;0,578
Rhubarbe, cuite, sucrée;Fruit;554;1;6;18;210;33;0,073;0,1;0,027;0,08;0,3;0,9;29,1;0;2;65,4;0,1
Salade de fruits frais;Fruit;354;0,47;16,4;16,7;202;14,5;0,338;0,29;0,0711;0,0936;1,18;0,73;18,3;0,6;1,5;78;0,33
Baba au rhum;Sucre;983;44,3;6,7;47;55,7;44,3;0;0,3;0;0,25;0;3,2;29,9;5,5;0,76;53,9;8,76
Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop);Sucre;1930;29,8;95;125;255;98,3;0,9;1,5;0,4;1,12;20;10,4;49,5;9,6;0;13,5;24,5
Biscuit de Savoie;Sucre;1320;749;12;324;93;140;0,292;0,52;0,064;0,41;25;5,9;68,3;0;3,45;19,2;0,8
Brownie au chocolat;Sucre;1970;156;41,3;124;224;51,4;0,322;2,2;0,326;0,896;12;4,69;54,4;7,5;2,6;11,5;25,5
Bûche de Noël pâtissière;Sucre;1330;72,8;22,7;94;157;58,3;0;1,6;0;0;0;4,2;30,7;10,7;1,3;43,4;19,7
Cake aux fruits;Sucre;1650;244;16,3;108;267;38,6;0,146;0,956;0,112;0,524;11;5;55,7;15,1;2,58;19,5;15,3
Canelé;Sucre;1280;74,4;0;0;0;0;0;0;0;0;0;4,4;62,7;20,2;2,6;26,3;3,24
Charlotte aux fruits;Sucre;851;15,1;18,7;41;138;37,6;1;0,75;0,1;0,47;50;5,2;29,1;6,3;2,8;55,7;6,64
Chou à la crème (chantilly ou pâtissière);Sucre;1260;124;9,6;75,5;104;71,6;0;0;0;0;0;4,45;32,2;7,33;1,43;44,3;16,8
Chou à la crème chantilly;Sucre;1450;149;9,2;75;108;71,6;0;0;0;0;0;4,6;22,9;6,9;1;44,3;26,4
Chou à la crème pâtissière;Sucre;944;99,5;10;76;99,5;71,6;0;0;0;0;0;4,3;34,9;8,1;1;51,7;7,3
Corne de gazelle (pâtisserie orientale aux amandes et sirop);Sucre;1980;59,2;44,9;70;165;68,2;0,5;1;0,2;0,7;40;8,55;59,3;28,2;0;8,22;22,1
Crêpe au froment pré0emballée, nature;Sucre;1360;289;21,4;200;135;69,2;0;0,9;0;0,6;2;6,45;57,2;18,9;1,7;25,5;7,02
Crêpe au froment, fourrée à la confiture;Sucre;1250;356;12,2;144;126;49,8;0,156;0,771;0,062;0,432;1,82;6,52;54,3;23,1;1;30,6;5,74
Crêpe au froment, fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes;Sucre;1580;359;35,7;190;223;72,6;0,444;2,43;0,202;0,758;3,68;8,15;57,8;23,7;2,44;17,8;11,8
Crêpe au froment, sucrée;Sucre;1490;569;17,5;87;162;167;0,33;0,8;0,0983;0,623;11;6,33;67,7;38,5;1,3;16,2;5,85
Crêpe ou galette bretonne au sarrasin;Sucre;681;544;86,9;62,5;188;21,6;0,6;1,8;0,3;1,6;20;5,83;30,2;23,3;0;59;1,74
Crumble aux pommes;Sucre;1020;23,6;7,47;32;75,6;8,6;0,2;0,3;0,1;0,2;50;2,7;35,9;9,1;3,5;48,7;8,98
Éclair;Sucre;1260;147;14,4;73;122;58,4;0,116;1,2;0,0878;0,48;24;4,66;38,4;8,2;1,63;40,2;14
Far aux pruneaux;Sucre;1640;299;14,3;136;169;43,4;0;2;0;0;0;5,5;50,4;7,4;1;23,3;18,5
Flan pâtissier aux oeufs ou à la parisienne;Sucre;839;58,2;9,12;84;111;91,4;0,0372;0,5;0,0158;0,429;6,25;3,82;30,4;13,1;0;58;7
Fraisier ou framboisier;Sucre;1090;61,7;16,9;76;105;57,1;0;0;0;0;0;3,3;26,7;3,3;1,3;52,6;15,5
Galette des rois feuilletée, fourrée frangipane;Sucre;1900;280;45,1;113;202;63,3;0;1,1;0;0;5;8,8;35,7;9,32;2;21,9;30,4
Gâteau (aliment moyen);Sucre;1680;281;20,3;234;171;53,2;0,23;1,63;0,117;0,667;12;6,22;48;16,4;2,13;22,5;19,9
Gâteau au chocolat;Sucre;1690;257;31,8;159;196;58,1;0,26;2,02;0,181;0,722;10;6,04;44,6;14,6;2,36;24,3;21,8
Gâteau au fromage blanc;Sucre;926;115;13,2;94;179;98;0,14;1,9;0,02;0,7;10;8,4;34,3;0;0,55;50,6;5,3
Gâteau au fromage frais ou Cheese0cake;Sucre;1460;154;0;0;0;54,6;0;0;0;0;0;5,16;31,1;6,7;1,1;39,2;22,5
Gâteau mi0cuit au chocolat ou Moelleux au chocolat;Sucre;1920;79,1;0;0;0;0;0;0;0;0;0;6,58;45,5;9;1,63;17,7;27,5
Gâteau moelleux fourré au chocolat multicouche;Sucre;1800;119;38;114;289;73,1;0,3;3,1;0,28;0,69;20;5,46;52,4;13,5;0,6;17,7;21,8
Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait;Sucre;1780;242;37,1;158;238;147;0,34;2,86;0,226;0,697;30;5,3;54,7;16,5;0,7;17;20,4
Gâteau moelleux fourré aux fruits type mini0roulé ou mini0cake fourré;Sucre;1650;259;12,3;134;123;32,7;0,2;0,7;0,1;0,4;8;4,79;65,5;16,2;3,15;14,4;11,5
Gâteau mousse de fruits sur génoise, type miroir;Sucre;1130;44,5;10,5;57;97;42,3;0,2;0,8;0,1;0,4;3;3,87;34,3;6,7;0;48,4;13
Gaufre bruxelloise ou liégeoise, avec ou sans chocolat, préemballée;Sucre;1860;335;18,7;67;181;34,7;0;1,45;0;0,81;0;7,19;58,1;19,4;1,8;11,7;20
Macaron moelleux fourré à la confiture ou à la crème;Sucre;1830;63,9;73,8;111;255;70,2;0,5;1,5;0,3;0,98;2;8,55;58,7;5,2;2,9;10,9;17,9
Madeleine;Sucre;1870;321;9,86;484;110;24,9;0,275;1,63;0,0674;0,705;18;6,7;54,2;23,9;1,8;14;22,2
Mille0feuille;Sucre;1230;227;12,4;71;126;371;0;0;0;0,4;0;4,2;39,4;13;0,24;42,4;13,1
Pain d'épices;Sucre;1380;162;14,3;88;91,9;4;0,5;1,1;0,11;0,5;2;2,98;71,7;26,8;2,77;19,4;2,39
Pâtisserie (aliment moyen);Sucre;1460;203;24,7;67,3;174;39,6;0,3;0,74;0,236;0,307;4,42;5,66;36,7;12,8;2,98;34,3;19,4
Quatre0quarts ou barre pâtissière, préemballé;Sucre;1810;457;8,14;221;83,5;84,9;0,177;0,7;0,0496;0,508;9;5,73;48;20,5;2,6;18,4;23,7
Rocher coco ou Congolais (petit gâteau à la noix de coco);Sucre;2020;247;47,5;94;314;20,8;0;0;0;0;0;5,45;45,6;7,4;7,7;10,8;29,6
Tarte à la crème;Sucre;1220;0;0;0;0;0;0;0;0;0;17;5,9;29;21,5;0,24;48;16,8
Tarte au citron;Sucre;1600;51,6;9,7;67;95,8;25,2;0;1,2;0;0;0;5;42,7;1,8;1,8;29,1;20,9
Tarte aux abricots;Sucre;990;89,3;0;0;0;0;0;0;0;0;0;3,18;29;15,7;5,9;50,5;10,7
Tarte aux fraises;Sucre;990;57,3;18;70;146;53,6;0;0,51;0;0;0;3,2;31,1;5,7;1,35;53;10,7
Tarte aux fruits rouges;Sucre;953;82,5;0;0;0;0;0;0;0;0;0;3,5;35,5;13,8;4,5;49,1;6,87
Tarte ou tartelette aux fruits;Sucre;1160;163;13,1;37,2;186;32,2;0,174;0,45;0,0505;0,157;5;3,6;37;17,2;1,5;45;12,5
Tarte ou tartelette aux pommes;Sucre;1180;139;8,79;36;121;14,6;0,157;0,55;0,066;0,197;3;3,5;37,6;12,9;5,9;40,2;11,6
Corps gras végétal pour friture, en pain;Graisse;3700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
Huile combinée (mélange d'huiles);Graisse;3700;4,29;0,583;0;0,81;4,99;0,0015;0,0133;0,00441;0,0298;0,1;0;0;0;0;0;99,9
Huile combinée, mélange d'huile d'olive et de graines;Graisse;3700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
Huile d'arachide;Graisse;3680;0;0;0;0;0;0;0,02;0;0,00333;0,4;0;0;0;0;0;99,4
Huile d'argan(e);Graisse;3700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99,9
Huile d'avocat;Graisse;3700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
Huile de colza;Graisse;3700;5,49;0,583;0;0,7;5,6;0,0015;0,023;0,00522;0,0469;0,4;0;0;0;0;0;100
Huile de maïs;Graisse;3690;0;0;0;0;0;0;0,0325;0;0;0,8;0;0;0;0;0,53;99,7
Huile de noisette;Graisse;3700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
Huile de noix;Graisse;3700;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;100
Huile de paraffine;Graisse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Huile de pépins de raisin;Graisse;3700;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;99,9
Huile de sésame;Graisse;3700;0,667;0;0;6,67;3,33;0;0,0333;0;0;0;0,0667;0;0;0;0,0333;99,9
Huile de soja;Graisse;3700;0,11;1,52;0;1,84;3,84;0,0131;0,0408;0,0039;0,11;0,8;0;0;0;0;0;99,9
Huile de tournesol;Graisse;3700;0,11;0,583;0;0,81;2,57;0,00215;0,0193;0,00417;0,0416;0,267;0;0;0;0;0;100
Huile d'olive vierge;Graisse;3700;0,11;0,583;0;0,81;2,57;0,00334;0,0442;0,00489;0,0176;0,267;0;0;0;0;0;99,9
Huile végétale (aliment moyen);Graisse;3700;0,797;0,292;0;0,951;1,45;0,00281;0,0368;0,00478;0,0231;0,281;0;0;0;0;0;99,9
Boisson lactée aromatisée à la fraise, au lait partiellement écrémé;Lait;221;51;9,3;72;136;101;0,05;0;0,06;0,4;66;2,2;9,82;0;0;86,9;0,475
Boisson lactée aromatisée au chocolat, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux;Lait;288;42,8;18;89;154;106;0,0273;0,243;0,125;0,453;15,4;3,6;10,8;0,1;0,567;83,3;1,07
Lait concentré non sucré, entier;Lait;836;109;25,2;220;327;286;0,0085;0,103;0,016;0,785;23;7,35;25,6;0;0;58,1;7,53
Lait concentré sucré, entier;Lait;1390;85,2;25,1;225;374;290;0,00555;0,133;0,0133;0,957;23,3;7,7;55,9;0;0;26,2;8,47
Lait de brebis, entier;Lait;407;45,3;18;150;133;187;0,009;0,0567;0,06;0,567;10;5;5,27;0;0;82,5;6,33
Lait de chèvre, demi0écrémé, UHT;Lait;230;0;0;0;0;0;0;0;0;0;0;3,27;4,25;0;0;88,8;2,8
Lait de chèvre, entier, UHT;Lait;271;39,3;13;94,7;183;117;0,008;0,0767;0,03;0,393;8;3,15;4,35;0;0;87,8;3,9
Lait demi0écrémé à teneur garantie en protéines et vitamines, enrichi en minéraux, UHT;Lait;217;50;15,7;89,5;165;123;0,001;0,258;0,003;0,7;10,6;3,45;5,91;0;0;88,6;1,6
Lait demi0écrémé à teneur garantie en vitamines, UHT;Lait;191;50;10,6;91;165;123;0,001;0,0388;0,003;0,5;10,6;3,39;4,66;0;0;89,6;1,5
Lait demi0écrémé, pasteurisé;Lait;189;43,1;47,4;95;150;119;0,002;0,05;0,0042;0,408;13,2;3,3;4,56;0;0;89,8;1,54
Lait demi0écrémé, UHT;Lait;194;43,1;12,1;91,9;167;108;0,00585;0,0466;0,00874;0,392;11,5;3,3;4,83;0;0;89,6;1,53
Lait écrémé à teneur garantie en vitamines, UHT;Lait;143;50,5;10,1;98;150;124;0,002;0;0,003;0,4;60;3,3;5,08;0;0;90,8;0,05
Lait écrémé, pasteurisé;Lait;142;47,5;6,03;95;156;121;0;0,125;0;0,4;13,4;3,4;4,68;0;0;91;0,15
Lait écrémé, UHT;Lait;134;41,8;10,6;88,8;173;113;0,0016;0,05;0,003;0,41;12,7;3,28;4,32;0;0;91;0,15
Lait en poudre, demi0écrémé;Lait;1719;347;97;829;1330;1034;0,048;0,345;0,2;3,7;80;29,09;43,9;0;0;3,7;14,6
Lait en poudre, écrémé;Lait;1500;422;115;925;1700;1230;0,0443;0,48;0,0603;4,2;59;35,8;51,8;0;0;3,74;0,749
Lait en poudre, entier;Lait;2050;365;86,2;703;1200;965;0,048;1,23;0,069;3,28;51;27,7;36,2;0;0;3,7;26,4
Lait entier, pasteurisé;Lait;263;52,2;11;92;143;117;0,0033;0,048;0,22;0,379;9,77;3,2;4,62;0;0;87,8;3,54
Lait entier, UHT;Lait;270;42,2;11;87;140;112;0,00225;0,23;0,01;0,381;11,2;3,2;4,67;0;0;87,7;3,71
Lait partiellement écrémé, aromatisé, UHT;Lait;290;41,3;16;65;147;87;0,052;0,03;0,0598;0,439;13;2,9;12,9;0;0;83,3;0,6
Artichaut, cru;Légume;186;56,6;29,5;49,2;380;39;0,2;0,72;0,075;0,49;1,63;2,8;4,92;0,6;5,43;85,2;0,2
Artichaut, cuit;Légume;180;61,5;41,8;40;411;43,1;0,166;0,647;0,0831;0,326;0,5;2,9;4,84;0;5,05;85,8;0,227
